,age,age_bin,job,marital,education,points,y
13866,56,"(54.0, 95.0]",admin.,married,secondary,5,no
13867,36,"(33.0, 37.0]",blue-collar,married,secondary,6,no
13868,36,"(33.0, 37.0]",management,single,tertiary,6,no
13869,34,"(33.0, 37.0]",admin.,divorced,secondary,4,no
13870,40,"(37.0, 41.0]",blue-collar,single,secondary,7,no
13871,34,"(33.0, 37.0]",blue-collar,single,secondary,3,no
13872,34,"(33.0, 37.0]",self-employed,married,tertiary,7,no
13873,38,"(37.0, 41.0]",admin.,married,secondary,4,no
13874,39,"(37.0, 41.0]",technician,single,secondary,2,no
13875,37,"(33.0, 37.0]",housemaid,married,primary,4,no
13876,25,"(17.999, 30.0]",admin.,single,secondary,4,no
13877,39,"(37.0, 41.0]",services,married,secondary,4,no
13878,36,"(33.0, 37.0]",services,divorced,secondary,4,no
13879,34,"(33.0, 37.0]",management,married,tertiary,5,no
13880,39,"(37.0, 41.0]",management,married,tertiary,4,no
13881,33,"(30.0, 33.0]",blue-collar,married,secondary,7,no
13882,31,"(30.0, 33.0]",technician,married,secondary,2,no
13883,60,"(54.0, 95.0]",retired,divorced,tertiary,8,no
13884,46,"(41.0, 47.0]",blue-collar,married,primary,2,no
13885,49,"(47.0, 54.0]",housemaid,married,primary,5,no
13886,31,"(30.0, 33.0]",blue-collar,married,primary,2,no
13887,56,"(54.0, 95.0]",retired,divorced,secondary,4,no
13888,58,"(54.0, 95.0]",self-employed,married,secondary,8,no
13889,32,"(30.0, 33.0]",technician,married,secondary,2,no
13890,30,"(17.999, 30.0]",services,single,secondary,4,no
13891,29,"(17.999, 30.0]",self-employed,single,secondary,7,no
13892,28,"(17.999, 30.0]",admin.,single,secondary,3,yes
13893,50,"(47.0, 54.0]",admin.,married,secondary,3,no
13894,60,"(54.0, 95.0]",management,married,tertiary,5,no
13895,25,"(17.999, 30.0]",unemployed,married,tertiary,4,no
13896,46,"(41.0, 47.0]",unemployed,married,tertiary,3,no
13897,57,"(54.0, 95.0]",housemaid,married,secondary,4,no
13898,26,"(17.999, 30.0]",technician,single,tertiary,4,no
13899,57,"(54.0, 95.0]",admin.,married,secondary,4,no
13900,56,"(54.0, 95.0]",retired,married,tertiary,5,no
13901,56,"(54.0, 95.0]",management,married,tertiary,6,no
13902,53,"(47.0, 54.0]",retired,married,primary,4,no
13903,58,"(54.0, 95.0]",retired,married,secondary,7,no
13904,44,"(41.0, 47.0]",technician,married,secondary,7,no
13905,58,"(54.0, 95.0]",retired,divorced,primary,3,no
13906,27,"(17.999, 30.0]",blue-collar,single,secondary,5,no
13907,29,"(17.999, 30.0]",technician,single,secondary,6,no
13908,35,"(33.0, 37.0]",services,divorced,secondary,4,no
13909,59,"(54.0, 95.0]",blue-collar,divorced,unknown,5,no
13910,29,"(17.999, 30.0]",blue-collar,married,secondary,2,yes
13911,34,"(33.0, 37.0]",admin.,married,secondary,6,no
13912,30,"(17.999, 30.0]",entrepreneur,married,secondary,6,no
13913,25,"(17.999, 30.0]",blue-collar,single,secondary,6,yes
13914,30,"(17.999, 30.0]",blue-collar,single,secondary,6,yes
13915,54,"(47.0, 54.0]",management,married,tertiary,3,no
13916,36,"(33.0, 37.0]",admin.,married,secondary,5,no
13917,53,"(47.0, 54.0]",blue-collar,married,secondary,4,no
13918,26,"(17.999, 30.0]",admin.,single,secondary,4,no
13919,31,"(30.0, 33.0]",housemaid,married,secondary,3,no
13920,33,"(30.0, 33.0]",management,married,tertiary,6,no
13921,32,"(30.0, 33.0]",blue-collar,married,secondary,4,no
13922,45,"(41.0, 47.0]",admin.,married,secondary,6,no
13923,32,"(30.0, 33.0]",services,divorced,secondary,5,no
13924,41,"(37.0, 41.0]",blue-collar,married,primary,4,no
13925,37,"(33.0, 37.0]",blue-collar,divorced,secondary,2,no
13926,30,"(17.999, 30.0]",services,married,secondary,3,yes
13927,47,"(41.0, 47.0]",services,married,secondary,5,yes
13928,35,"(33.0, 37.0]",blue-collar,married,secondary,5,no
13929,47,"(41.0, 47.0]",admin.,married,secondary,7,no
13930,59,"(54.0, 95.0]",technician,married,secondary,6,no
13931,58,"(54.0, 95.0]",management,divorced,tertiary,4,no
13932,57,"(54.0, 95.0]",admin.,divorced,secondary,6,yes
13933,38,"(37.0, 41.0]",management,married,tertiary,6,yes
13934,34,"(33.0, 37.0]",management,married,secondary,7,no
13935,28,"(17.999, 30.0]",blue-collar,single,secondary,5,no
13936,54,"(47.0, 54.0]",technician,married,secondary,3,yes
13937,28,"(17.999, 30.0]",technician,married,tertiary,6,no
13938,37,"(33.0, 37.0]",blue-collar,married,secondary,3,no
13939,34,"(33.0, 37.0]",management,single,tertiary,6,no
13940,59,"(54.0, 95.0]",management,married,secondary,3,no
13941,29,"(17.999, 30.0]",admin.,married,secondary,5,no
13942,46,"(41.0, 47.0]",blue-collar,married,secondary,2,no
13943,49,"(47.0, 54.0]",retired,married,primary,5,no
13944,25,"(17.999, 30.0]",blue-collar,single,primary,8,yes
13945,37,"(33.0, 37.0]",housemaid,single,primary,4,no
13946,58,"(54.0, 95.0]",technician,married,secondary,5,no
13947,37,"(33.0, 37.0]",unemployed,single,tertiary,2,no
13948,30,"(17.999, 30.0]",technician,married,tertiary,5,no
13949,34,"(33.0, 37.0]",services,married,secondary,4,no
13950,50,"(47.0, 54.0]",services,married,secondary,5,no
13951,41,"(37.0, 41.0]",entrepreneur,divorced,tertiary,7,no
13952,50,"(47.0, 54.0]",blue-collar,married,primary,6,no
13953,44,"(41.0, 47.0]",admin.,single,secondary,3,no
13954,52,"(47.0, 54.0]",blue-collar,single,tertiary,2,no
13955,29,"(17.999, 30.0]",services,married,secondary,3,no
13956,49,"(47.0, 54.0]",blue-collar,married,secondary,3,no
13957,54,"(47.0, 54.0]",technician,divorced,secondary,4,no
13958,46,"(41.0, 47.0]",blue-collar,married,primary,4,no
13959,30,"(17.999, 30.0]",technician,married,tertiary,5,no
13960,48,"(47.0, 54.0]",technician,married,secondary,5,no
13961,49,"(47.0, 54.0]",technician,married,tertiary,7,no
13962,30,"(17.999, 30.0]",technician,single,secondary,3,no
13963,37,"(33.0, 37.0]",admin.,divorced,secondary,5,no
13964,29,"(17.999, 30.0]",blue-collar,single,secondary,7,no
13965,41,"(37.0, 41.0]",blue-collar,married,primary,4,no
13966,35,"(33.0, 37.0]",services,married,secondary,4,no
13967,35,"(33.0, 37.0]",services,married,secondary,4,no
13968,45,"(41.0, 47.0]",blue-collar,married,primary,7,no
13969,49,"(47.0, 54.0]",blue-collar,married,primary,4,no
13970,51,"(47.0, 54.0]",self-employed,married,tertiary,4,no
13971,45,"(41.0, 47.0]",retired,married,primary,4,no
13972,42,"(41.0, 47.0]",blue-collar,married,primary,2,no
13973,41,"(37.0, 41.0]",blue-collar,married,primary,6,no
13974,27,"(17.999, 30.0]",student,single,secondary,4,no
13975,36,"(33.0, 37.0]",blue-collar,married,secondary,5,no
13976,46,"(41.0, 47.0]",technician,married,secondary,5,no
13977,37,"(33.0, 37.0]",services,single,secondary,4,no
13978,37,"(33.0, 37.0]",management,single,tertiary,4,no
13979,33,"(30.0, 33.0]",admin.,married,secondary,5,no
13980,37,"(33.0, 37.0]",blue-collar,married,secondary,5,no
13981,41,"(37.0, 41.0]",technician,married,secondary,4,no
13982,60,"(54.0, 95.0]",housemaid,married,primary,6,no
13983,30,"(17.999, 30.0]",blue-collar,married,secondary,2,yes
13984,52,"(47.0, 54.0]",unemployed,married,primary,4,no
13985,30,"(17.999, 30.0]",services,single,secondary,4,no
13986,26,"(17.999, 30.0]",management,single,tertiary,5,yes
13987,37,"(33.0, 37.0]",services,divorced,secondary,5,no
13988,46,"(41.0, 47.0]",blue-collar,married,primary,2,no
13989,44,"(41.0, 47.0]",blue-collar,married,primary,4,no
13990,29,"(17.999, 30.0]",technician,single,secondary,7,no
13991,26,"(17.999, 30.0]",services,single,secondary,5,no
13992,33,"(30.0, 33.0]",blue-collar,married,secondary,5,no
13993,31,"(30.0, 33.0]",student,married,primary,4,yes
13994,58,"(54.0, 95.0]",blue-collar,married,secondary,5,no
13995,54,"(47.0, 54.0]",technician,married,secondary,4,no
13996,39,"(37.0, 41.0]",management,married,tertiary,6,no
13997,44,"(41.0, 47.0]",management,married,tertiary,4,no
13998,32,"(30.0, 33.0]",management,single,tertiary,5,no
13999,33,"(30.0, 33.0]",blue-collar,single,secondary,3,no
14000,39,"(37.0, 41.0]",blue-collar,single,primary,7,no
14001,37,"(33.0, 37.0]",management,married,tertiary,6,no
14002,35,"(33.0, 37.0]",blue-collar,divorced,secondary,5,no
14003,29,"(17.999, 30.0]",blue-collar,single,secondary,5,yes
14005,25,"(17.999, 30.0]",student,single,tertiary,4,no
14006,41,"(37.0, 41.0]",entrepreneur,married,primary,7,no
14007,53,"(47.0, 54.0]",technician,married,unknown,8,no
14008,53,"(47.0, 54.0]",entrepreneur,married,secondary,3,no
14009,27,"(17.999, 30.0]",entrepreneur,married,tertiary,4,no
14010,29,"(17.999, 30.0]",management,married,tertiary,8,no
14011,52,"(47.0, 54.0]",blue-collar,married,primary,5,no
14012,50,"(47.0, 54.0]",technician,married,secondary,4,no
14013,33,"(30.0, 33.0]",admin.,married,secondary,8,no
14014,40,"(37.0, 41.0]",services,married,primary,5,no
14015,41,"(37.0, 41.0]",blue-collar,married,primary,5,no
14016,39,"(37.0, 41.0]",housemaid,married,primary,8,no
14017,29,"(17.999, 30.0]",admin.,married,secondary,4,no
14018,41,"(37.0, 41.0]",technician,single,secondary,2,no
14019,30,"(17.999, 30.0]",admin.,single,tertiary,3,no
14020,48,"(47.0, 54.0]",self-employed,married,secondary,3,no
14021,44,"(41.0, 47.0]",management,married,tertiary,6,no
14022,56,"(54.0, 95.0]",blue-collar,single,primary,5,no
14023,35,"(33.0, 37.0]",management,married,tertiary,4,no
14024,59,"(54.0, 95.0]",management,married,tertiary,3,no
14025,40,"(37.0, 41.0]",admin.,married,secondary,4,no
14026,36,"(33.0, 37.0]",technician,married,secondary,7,no
14027,32,"(30.0, 33.0]",management,married,tertiary,6,no
14028,26,"(17.999, 30.0]",management,married,tertiary,3,no
14029,28,"(17.999, 30.0]",blue-collar,single,secondary,5,no
14030,38,"(37.0, 41.0]",blue-collar,married,secondary,3,no
14031,51,"(47.0, 54.0]",management,divorced,tertiary,7,no
14032,40,"(37.0, 41.0]",self-employed,married,primary,5,no
14033,32,"(30.0, 33.0]",self-employed,married,secondary,5,yes
14034,38,"(37.0, 41.0]",technician,single,secondary,5,no
14035,26,"(17.999, 30.0]",housemaid,married,secondary,3,no
14036,54,"(47.0, 54.0]",management,married,tertiary,5,no
14037,27,"(17.999, 30.0]",services,single,secondary,4,no
14038,34,"(33.0, 37.0]",management,married,tertiary,3,no
14039,38,"(37.0, 41.0]",admin.,married,secondary,3,no
14040,36,"(33.0, 37.0]",technician,married,secondary,3,no
14041,33,"(30.0, 33.0]",blue-collar,married,secondary,2,no
14042,59,"(54.0, 95.0]",admin.,divorced,tertiary,5,no
14043,39,"(37.0, 41.0]",technician,married,secondary,3,no
14044,38,"(37.0, 41.0]",technician,single,secondary,7,no
14045,51,"(47.0, 54.0]",technician,married,secondary,3,no
14046,37,"(33.0, 37.0]",blue-collar,single,secondary,6,no
14047,34,"(33.0, 37.0]",management,married,tertiary,4,no
14048,34,"(33.0, 37.0]",blue-collar,married,primary,6,no
14049,35,"(33.0, 37.0]",services,married,secondary,5,no
14050,36,"(33.0, 37.0]",management,single,tertiary,6,no
14051,51,"(47.0, 54.0]",technician,divorced,secondary,5,no
14052,27,"(17.999, 30.0]",admin.,married,secondary,6,no
14053,37,"(33.0, 37.0]",technician,divorced,secondary,3,no
14054,34,"(33.0, 37.0]",management,single,tertiary,6,no
14055,33,"(30.0, 33.0]",technician,married,tertiary,4,no
14056,37,"(33.0, 37.0]",blue-collar,single,secondary,5,no
14057,33,"(30.0, 33.0]",admin.,single,secondary,5,no
14058,53,"(47.0, 54.0]",technician,divorced,secondary,4,no
14059,38,"(37.0, 41.0]",technician,married,secondary,5,no
14060,50,"(47.0, 54.0]",services,divorced,secondary,3,no
14061,40,"(37.0, 41.0]",management,married,tertiary,2,no
14062,26,"(17.999, 30.0]",admin.,single,primary,4,no
14063,31,"(30.0, 33.0]",entrepreneur,married,tertiary,2,no
14064,55,"(54.0, 95.0]",housemaid,married,secondary,4,no
14065,27,"(17.999, 30.0]",entrepreneur,single,tertiary,4,no
14066,31,"(30.0, 33.0]",blue-collar,single,secondary,4,no
14067,50,"(47.0, 54.0]",services,married,secondary,3,no
14068,39,"(37.0, 41.0]",management,married,tertiary,6,no
14069,51,"(47.0, 54.0]",technician,married,secondary,4,no
14070,43,"(41.0, 47.0]",technician,married,secondary,3,no
14071,34,"(33.0, 37.0]",management,single,tertiary,4,no
14072,53,"(47.0, 54.0]",management,married,tertiary,3,no
14073,60,"(54.0, 95.0]",services,divorced,primary,4,no
14074,42,"(41.0, 47.0]",services,married,secondary,5,no
14075,47,"(41.0, 47.0]",admin.,divorced,secondary,6,no
14076,27,"(17.999, 30.0]",admin.,single,secondary,5,no
14077,38,"(37.0, 41.0]",technician,single,secondary,4,no
14078,47,"(41.0, 47.0]",management,married,tertiary,6,no
14079,46,"(41.0, 47.0]",blue-collar,married,primary,6,no
14080,41,"(37.0, 41.0]",technician,married,secondary,2,no
14081,45,"(41.0, 47.0]",housemaid,married,secondary,4,no
14082,55,"(54.0, 95.0]",management,married,tertiary,5,no
14083,37,"(33.0, 37.0]",technician,married,secondary,5,no
14084,37,"(33.0, 37.0]",technician,married,secondary,3,no
14085,51,"(47.0, 54.0]",self-employed,single,tertiary,3,no
14086,55,"(54.0, 95.0]",blue-collar,married,secondary,7,no
14087,32,"(30.0, 33.0]",housemaid,divorced,secondary,3,no
14088,58,"(54.0, 95.0]",management,single,tertiary,5,no
14089,34,"(33.0, 37.0]",housemaid,divorced,primary,4,no
14090,28,"(17.999, 30.0]",management,married,tertiary,3,no
14091,47,"(41.0, 47.0]",services,married,secondary,7,no
14092,47,"(41.0, 47.0]",entrepreneur,married,tertiary,4,no
14093,34,"(33.0, 37.0]",technician,married,unknown,3,no
14094,39,"(37.0, 41.0]",technician,single,secondary,5,no
14095,57,"(54.0, 95.0]",retired,married,secondary,4,no
14096,57,"(54.0, 95.0]",admin.,married,secondary,7,no
14097,32,"(30.0, 33.0]",entrepreneur,married,secondary,3,no
14098,59,"(54.0, 95.0]",admin.,divorced,secondary,3,no
14099,41,"(37.0, 41.0]",technician,divorced,secondary,6,no
14100,58,"(54.0, 95.0]",retired,married,secondary,4,no
14101,49,"(47.0, 54.0]",blue-collar,married,secondary,7,yes
14102,29,"(17.999, 30.0]",admin.,married,secondary,5,no
14103,31,"(30.0, 33.0]",services,single,secondary,4,no
14104,36,"(33.0, 37.0]",self-employed,married,secondary,6,no
14105,56,"(54.0, 95.0]",technician,married,secondary,5,no
14106,51,"(47.0, 54.0]",unemployed,married,tertiary,4,no
14107,29,"(17.999, 30.0]",blue-collar,married,primary,4,no
14108,34,"(33.0, 37.0]",blue-collar,married,secondary,5,no
14109,39,"(37.0, 41.0]",admin.,married,secondary,5,no
14110,34,"(33.0, 37.0]",admin.,married,secondary,5,no
14111,33,"(30.0, 33.0]",self-employed,married,tertiary,6,no
14112,43,"(41.0, 47.0]",admin.,married,primary,4,no
14113,42,"(41.0, 47.0]",admin.,married,secondary,4,no
14114,34,"(33.0, 37.0]",blue-collar,married,secondary,1,no
14115,36,"(33.0, 37.0]",admin.,divorced,secondary,5,no
14116,50,"(47.0, 54.0]",entrepreneur,married,secondary,3,no
14117,34,"(33.0, 37.0]",admin.,married,secondary,7,no
14118,35,"(33.0, 37.0]",services,single,primary,4,yes
14119,38,"(37.0, 41.0]",entrepreneur,married,primary,3,no
14120,42,"(41.0, 47.0]",housemaid,married,primary,3,no
14121,47,"(41.0, 47.0]",technician,married,secondary,3,no
14122,41,"(37.0, 41.0]",technician,married,tertiary,4,no
14123,32,"(30.0, 33.0]",admin.,married,tertiary,2,no
14124,48,"(47.0, 54.0]",admin.,divorced,secondary,3,no
14125,44,"(41.0, 47.0]",services,married,secondary,2,no
14126,49,"(47.0, 54.0]",blue-collar,married,primary,4,no
14127,46,"(41.0, 47.0]",admin.,married,unknown,5,no
14128,56,"(54.0, 95.0]",management,married,tertiary,2,no
14129,43,"(41.0, 47.0]",technician,married,secondary,3,no
14130,46,"(41.0, 47.0]",technician,single,secondary,6,no
14131,55,"(54.0, 95.0]",retired,married,secondary,7,no
14132,35,"(33.0, 37.0]",management,single,tertiary,3,no
14133,56,"(54.0, 95.0]",housemaid,married,primary,2,no
14134,44,"(41.0, 47.0]",technician,married,tertiary,6,no
14135,29,"(17.999, 30.0]",services,single,secondary,3,no
14136,58,"(54.0, 95.0]",housemaid,divorced,primary,4,no
14137,56,"(54.0, 95.0]",entrepreneur,married,tertiary,4,no
14138,52,"(47.0, 54.0]",services,married,secondary,2,no
14139,42,"(41.0, 47.0]",management,married,tertiary,5,no
14140,58,"(54.0, 95.0]",admin.,married,secondary,3,no
14141,35,"(33.0, 37.0]",admin.,single,secondary,5,no
14142,32,"(30.0, 33.0]",self-employed,married,secondary,5,no
14143,30,"(17.999, 30.0]",blue-collar,married,primary,4,no
14144,50,"(47.0, 54.0]",management,married,tertiary,5,no
14145,38,"(37.0, 41.0]",technician,single,tertiary,3,no
14146,38,"(37.0, 41.0]",services,married,secondary,2,no
14147,44,"(41.0, 47.0]",housemaid,married,primary,4,no
14148,45,"(41.0, 47.0]",management,married,tertiary,7,no
14149,60,"(54.0, 95.0]",retired,divorced,secondary,7,yes
14150,60,"(54.0, 95.0]",management,married,tertiary,7,yes
14151,59,"(54.0, 95.0]",blue-collar,single,primary,4,no
14152,37,"(33.0, 37.0]",entrepreneur,married,tertiary,7,no
14153,29,"(17.999, 30.0]",management,single,tertiary,6,yes
14154,49,"(47.0, 54.0]",blue-collar,single,secondary,3,no
14155,55,"(54.0, 95.0]",management,divorced,secondary,4,yes
14156,39,"(37.0, 41.0]",blue-collar,married,primary,3,no
14157,37,"(33.0, 37.0]",management,married,tertiary,5,no
14158,55,"(54.0, 95.0]",services,married,secondary,5,no
14159,41,"(37.0, 41.0]",admin.,married,secondary,5,no
14160,33,"(30.0, 33.0]",management,single,unknown,6,yes
14161,48,"(47.0, 54.0]",blue-collar,divorced,primary,4,no
14162,32,"(30.0, 33.0]",management,married,tertiary,6,no
14163,27,"(17.999, 30.0]",entrepreneur,married,secondary,3,no
14164,59,"(54.0, 95.0]",retired,married,secondary,6,no
14165,52,"(47.0, 54.0]",management,married,tertiary,5,no
14166,55,"(54.0, 95.0]",technician,divorced,tertiary,6,no
14167,42,"(41.0, 47.0]",admin.,single,secondary,5,no
14168,59,"(54.0, 95.0]",retired,married,unknown,4,no
14169,40,"(37.0, 41.0]",entrepreneur,divorced,tertiary,6,no
14170,31,"(30.0, 33.0]",admin.,married,secondary,6,no
14171,37,"(33.0, 37.0]",services,married,secondary,3,no
14172,37,"(33.0, 37.0]",management,divorced,secondary,6,no
14173,26,"(17.999, 30.0]",housemaid,single,secondary,5,no
14174,33,"(30.0, 33.0]",housemaid,married,primary,4,no
14175,34,"(33.0, 37.0]",admin.,divorced,secondary,5,no
14176,59,"(54.0, 95.0]",retired,married,secondary,7,no
14177,37,"(33.0, 37.0]",management,married,tertiary,5,no
14178,47,"(41.0, 47.0]",technician,married,secondary,5,no
14179,55,"(54.0, 95.0]",blue-collar,divorced,primary,5,no
14180,28,"(17.999, 30.0]",blue-collar,married,primary,6,no
14181,50,"(47.0, 54.0]",technician,single,tertiary,6,no
14182,40,"(37.0, 41.0]",admin.,single,secondary,2,no
14183,35,"(33.0, 37.0]",technician,married,secondary,4,no
14184,54,"(47.0, 54.0]",retired,married,primary,3,no
14185,35,"(33.0, 37.0]",services,married,tertiary,4,no
14186,54,"(47.0, 54.0]",housemaid,married,primary,5,no
14187,44,"(41.0, 47.0]",self-employed,married,tertiary,5,no
14188,40,"(37.0, 41.0]",blue-collar,married,secondary,4,no
14189,46,"(41.0, 47.0]",services,married,primary,5,no
14190,34,"(33.0, 37.0]",blue-collar,married,secondary,4,no
14191,49,"(47.0, 54.0]",technician,married,secondary,3,no
14192,45,"(41.0, 47.0]",services,married,secondary,4,no
14193,31,"(30.0, 33.0]",technician,single,tertiary,5,no
14194,32,"(30.0, 33.0]",services,single,secondary,3,no
14195,37,"(33.0, 37.0]",management,married,tertiary,8,no
14196,37,"(33.0, 37.0]",blue-collar,married,secondary,6,no
14197,40,"(37.0, 41.0]",entrepreneur,married,primary,3,no
14198,36,"(33.0, 37.0]",technician,married,unknown,7,no
14199,45,"(41.0, 47.0]",blue-collar,married,unknown,4,no
14200,31,"(30.0, 33.0]",services,single,primary,1,no
14201,58,"(54.0, 95.0]",management,married,primary,7,no
14202,27,"(17.999, 30.0]",admin.,single,secondary,8,no
14203,44,"(41.0, 47.0]",admin.,married,secondary,6,yes
14204,35,"(33.0, 37.0]",technician,married,secondary,5,no
14205,50,"(47.0, 54.0]",services,married,secondary,3,no
14206,25,"(17.999, 30.0]",admin.,single,secondary,4,no
14207,36,"(33.0, 37.0]",blue-collar,married,primary,3,no
14208,39,"(37.0, 41.0]",entrepreneur,married,tertiary,4,no
14209,38,"(37.0, 41.0]",blue-collar,married,secondary,4,no
14210,42,"(41.0, 47.0]",housemaid,married,unknown,5,no
14211,32,"(30.0, 33.0]",services,married,unknown,5,no
14212,38,"(37.0, 41.0]",management,divorced,tertiary,5,no
14213,35,"(33.0, 37.0]",management,married,tertiary,3,no
14214,31,"(30.0, 33.0]",services,married,secondary,6,no
14215,30,"(17.999, 30.0]",services,married,secondary,3,no
14216,25,"(17.999, 30.0]",management,single,tertiary,4,no
14217,47,"(41.0, 47.0]",technician,married,secondary,7,yes
14218,31,"(30.0, 33.0]",blue-collar,divorced,secondary,5,no
14219,29,"(17.999, 30.0]",admin.,married,secondary,3,no
14220,44,"(41.0, 47.0]",management,married,secondary,2,no
14221,35,"(33.0, 37.0]",admin.,married,secondary,3,yes
14222,53,"(47.0, 54.0]",admin.,divorced,unknown,5,yes
14223,46,"(41.0, 47.0]",blue-collar,married,secondary,7,no
14224,36,"(33.0, 37.0]",blue-collar,married,secondary,3,no
14225,47,"(41.0, 47.0]",blue-collar,married,primary,7,no
14226,43,"(41.0, 47.0]",technician,divorced,secondary,3,no
14227,39,"(37.0, 41.0]",management,married,secondary,3,no
14228,37,"(33.0, 37.0]",management,married,tertiary,3,no
14229,33,"(30.0, 33.0]",technician,married,secondary,3,no
14230,45,"(41.0, 47.0]",admin.,married,secondary,3,no
14231,29,"(17.999, 30.0]",services,married,secondary,3,no
14232,35,"(33.0, 37.0]",blue-collar,married,secondary,6,no
14233,59,"(54.0, 95.0]",technician,married,secondary,7,no
14234,46,"(41.0, 47.0]",management,married,secondary,6,no
14235,39,"(37.0, 41.0]",admin.,married,secondary,4,no
14236,58,"(54.0, 95.0]",admin.,married,secondary,5,no
14237,33,"(30.0, 33.0]",blue-collar,married,secondary,1,no
14238,35,"(33.0, 37.0]",technician,married,secondary,4,no
14239,49,"(47.0, 54.0]",blue-collar,married,primary,7,no
14240,55,"(54.0, 95.0]",services,divorced,secondary,7,no
14241,31,"(30.0, 33.0]",management,single,tertiary,4,no
14242,25,"(17.999, 30.0]",services,single,secondary,3,no
14243,43,"(41.0, 47.0]",blue-collar,married,secondary,5,no
14244,34,"(33.0, 37.0]",management,married,tertiary,7,no
14245,25,"(17.999, 30.0]",blue-collar,single,secondary,3,no
14246,45,"(41.0, 47.0]",services,married,primary,5,no
14247,52,"(47.0, 54.0]",blue-collar,single,primary,3,no
14248,29,"(17.999, 30.0]",technician,married,tertiary,3,no
14249,32,"(30.0, 33.0]",admin.,divorced,secondary,4,no
14250,47,"(41.0, 47.0]",technician,married,secondary,5,no
14251,48,"(47.0, 54.0]",management,married,tertiary,4,no
14252,45,"(41.0, 47.0]",technician,married,secondary,3,no
14253,30,"(17.999, 30.0]",services,divorced,secondary,3,no
14254,38,"(37.0, 41.0]",blue-collar,married,secondary,7,no
14255,45,"(41.0, 47.0]",blue-collar,married,primary,5,no
14256,31,"(30.0, 33.0]",services,married,secondary,3,no
14257,60,"(54.0, 95.0]",retired,married,secondary,8,no
14258,35,"(33.0, 37.0]",entrepreneur,married,tertiary,6,no
14259,36,"(33.0, 37.0]",admin.,single,secondary,3,no
14260,50,"(47.0, 54.0]",admin.,married,secondary,7,no
14261,49,"(47.0, 54.0]",management,married,tertiary,3,no
14262,44,"(41.0, 47.0]",entrepreneur,married,secondary,6,no
14263,42,"(41.0, 47.0]",technician,married,secondary,5,no
14264,33,"(30.0, 33.0]",services,single,tertiary,3,no
14265,41,"(37.0, 41.0]",technician,married,secondary,4,no
14266,55,"(54.0, 95.0]",admin.,married,primary,5,no
14267,37,"(33.0, 37.0]",self-employed,married,secondary,7,no
14268,48,"(47.0, 54.0]",blue-collar,married,unknown,5,no
14269,55,"(54.0, 95.0]",technician,divorced,secondary,4,no
14270,29,"(17.999, 30.0]",blue-collar,single,primary,4,no
14271,59,"(54.0, 95.0]",retired,single,secondary,2,no
14272,27,"(17.999, 30.0]",admin.,married,secondary,2,no
14273,40,"(37.0, 41.0]",services,married,secondary,5,no
14274,37,"(33.0, 37.0]",blue-collar,married,primary,5,no
14275,34,"(33.0, 37.0]",technician,married,secondary,6,no
14276,33,"(30.0, 33.0]",blue-collar,single,secondary,5,no
14277,28,"(17.999, 30.0]",technician,single,secondary,5,no
14278,29,"(17.999, 30.0]",blue-collar,married,secondary,3,no
14279,51,"(47.0, 54.0]",management,married,tertiary,3,no
14280,58,"(54.0, 95.0]",blue-collar,married,primary,4,no
14281,55,"(54.0, 95.0]",management,divorced,tertiary,5,no
14282,31,"(30.0, 33.0]",technician,married,secondary,3,no
14283,44,"(41.0, 47.0]",management,single,tertiary,3,no
14284,40,"(37.0, 41.0]",blue-collar,married,secondary,5,no
14285,45,"(41.0, 47.0]",management,married,tertiary,5,no
14286,60,"(54.0, 95.0]",blue-collar,married,secondary,7,no
14287,51,"(47.0, 54.0]",blue-collar,married,primary,3,no
14288,30,"(17.999, 30.0]",technician,married,secondary,5,no
14289,40,"(37.0, 41.0]",self-employed,married,secondary,7,no
14290,31,"(30.0, 33.0]",services,married,secondary,6,no
14291,42,"(41.0, 47.0]",blue-collar,married,secondary,3,no
14292,56,"(54.0, 95.0]",retired,married,tertiary,4,no
14293,35,"(33.0, 37.0]",housemaid,married,primary,6,no
14294,34,"(33.0, 37.0]",management,married,tertiary,3,no
14295,53,"(47.0, 54.0]",management,married,unknown,6,no
14296,25,"(17.999, 30.0]",technician,married,secondary,3,no
14297,35,"(33.0, 37.0]",entrepreneur,married,secondary,7,yes
14298,29,"(17.999, 30.0]",management,married,tertiary,4,no
14299,32,"(30.0, 33.0]",blue-collar,married,secondary,3,no
14300,31,"(30.0, 33.0]",services,married,secondary,3,no
14301,41,"(37.0, 41.0]",blue-collar,married,primary,6,no
14302,51,"(47.0, 54.0]",housemaid,married,primary,4,no
14303,46,"(41.0, 47.0]",entrepreneur,married,tertiary,8,no
14304,44,"(41.0, 47.0]",blue-collar,married,secondary,6,no
14305,30,"(17.999, 30.0]",self-employed,single,secondary,5,no
14306,53,"(47.0, 54.0]",services,married,secondary,4,no
14307,32,"(30.0, 33.0]",management,married,tertiary,4,no
14308,39,"(37.0, 41.0]",technician,single,secondary,5,no
14309,60,"(54.0, 95.0]",retired,married,tertiary,4,no
14310,28,"(17.999, 30.0]",services,married,secondary,2,no
14311,55,"(54.0, 95.0]",blue-collar,married,secondary,3,no
14312,43,"(41.0, 47.0]",services,married,secondary,2,no
14313,46,"(41.0, 47.0]",admin.,single,unknown,8,no
